timestamp,amount,merchant,description,category
2024-10-06 00:27:42.812706,37.41,Boost Juice,Business dinner,Food & Drink
2024-09-20 17:42:28.741221,53.77,Alpro Pharmacy,Over-the-counter meds,Health
2024-12-29 22:09:57.837827,55.14,Easybook,Expressway toll,Transport
2025-07-25 13:16:30.589236,223.78,myNEWS,Household items,Groceries
2025-04-22 06:37:18.351545,52.1,Air Selangor,Monthly subscription,Bills & Utilities
2025-03-13 13:02:16.835495,19.86,RapidKL Bus,Road trip fuel,Transport
2025-01-27 02:46:00.659771,461.92,Typo,Online order,Shopping
2024-09-06 03:42:16.038455,44.23,Haidilao,Supper,Food & Drink
2025-04-22 01:30:18.261160,52.92,Burger King,Quick bite,Food & Drink
2025-03-28 06:59:09.475810,605.34,Shopee,New clothes,Shopping
2025-02-06 05:50:58.016900,23.26,KLIA Transit,Parking fee,Transport
2025-02-15 07:41:05.068745,28.67,Astro,Streaming service,Bills & Utilities
2025-04-19 18:20:21.783416,179.95,PlayStation Store,Live event,Entertainment
2025-03-06 08:15:42.214929,798.35,Sephora,Sporting goods,Shopping
2024-09-04 23:17:42.729572,52.94,Domino's Pizza,Coffee meeting,Food & Drink
2025-06-28 12:50:30.962477,16.02,KTM Komuter,Fuel top-up,Transport
2025-01-21 20:10:25.087865,319.81,Indah Water Konsortium,Domain name renewal,Bills & Utilities
2024-11-22 13:45:26.236630,22.28,Econsave,Restocking pantry,Groceries
2024-12-02 00:41:56.700857,298.27,Unifi,Streaming service,Bills & Utilities
2025-06-22 14:39:31.127905,74.72,District 21,Magazine subscription,Entertainment
2025-07-12 05:21:51.028152,24.53,FamilyMart,Coffee meeting,Food & Drink
2024-08-13 09:22:55.869545,165.55,Sunway Lagoon,Aquarium visit,Entertainment
2025-05-24 11:20:59.515384,48.93,Firefly Airlines,Public transport pass,Transport
2025-03-19 22:15:33.030682,95.38,Digi,Gas bill,Bills & Utilities
2024-10-30 19:47:07.281303,83.86,Aquaria KLCC,Concert tickets,Entertainment
2024-09-20 05:39:23.204998,322.25,99 Speedmart,Fresh produce,Groceries
2025-05-20 18:52:14.832601,48.55,Gong Cha,Ice cream treat,Food & Drink
2025-06-22 04:37:10.243834,623.6,Amazon,Gift for friend,Shopping
2025-01-24 14:51:35.589964,124.34,Astro,Cable TV subscription,Bills & Utilities
2024-11-25 08:46:31.846279,175.01,YouTube Premium,Cable TV subscription,Bills & Utilities
2025-04-09 23:15:30.142061,13.79,Marrybrown,Lunch with colleagues,Food & Drink
2025-03-24 05:12:06.135184,559.39,BookXcess,Skincare haul,Shopping
2024-09-30 10:30:05.923956,143.92,Kinokuniya,Home decor,Shopping
2024-08-04 21:59:11.830966,35.49,Kyochon,Healthy smoothie,Food & Drink
2024-11-16 04:50:40.316002,135.65,Sunway Pyramid,Sporting goods,Shopping
2025-02-22 07:10:27.793668,39.28,Courts Mammoth,Gadget purchase,Shopping
2025-04-16 21:33:14.957951,173.19,Redbox Karaoke,Magazine subscription,Entertainment
2025-03-24 16:20:45.100191,115.1,Genting SkyWorlds,Movie tickets,Entertainment
2025-04-19 21:38:21.375031,239.25,Checkers Hypermarket,Weekly grocery run,Groceries
2025-04-01 02:28:32.013384,75.35,Ben's Independent Grocer,Canned goods,Groceries
2025-02-05 04:14:40.021447,244.39,Astro,Cable TV subscription,Bills & Utilities
2025-02-14 17:52:44.253659,47.33,The Coffee House,Business dinner,Food & Drink
2025-03-28 05:57:04.933098,46.95,Pizza Hut,Weekend brunch,Food & Drink
2025-02-02 04:15:53.579940,147.69,Genting SkyWorlds,Family outing,Entertainment
2024-12-04 16:43:05.012607,91.78,Genting SkyWorlds,Family outing,Entertainment
2024-12-12 07:37:04.700710,118.68,Alpro Pharmacy,Dental check-up,Health
2024-12-13 21:24:29.132753,378.06,Decathlon,Fashion accessories,Shopping
2025-07-22 15:51:05.934344,86.98,Klinik Mediviron,Physiotherapy session,Health
2024-11-27 22:57:14.371144,99.65,99 Speedmart,Weekly groceries,Groceries
2024-10-05 16:04:27.980371,85.47,99 Speedmart,Bulk buying,Groceries
2025-02-17 07:02:58.085500,286.16,Village Grocer,Fresh produce,Groceries
2025-02-03 04:04:07.715188,116.81,Sunway Pyramid,Laptop purchase,Shopping
2025-07-23 02:41:24.086591,261.92,NSK Trade City,Dairy and eggs,Groceries
2025-02-14 02:14:54.924568,58.85,The Coffee House,Breakfast set,Food & Drink
2025-01-11 17:09:22.479558,678.93,Kinokuniya,Formal dress,Shopping
2024-11-13 20:17:12.980397,52.0,RapidKL Bus,Commuter train pass,Transport
2025-02-03 23:18:39.713039,40.37,Sushi King,Supper,Food & Drink
2025-07-26 20:55:09.777076,256.34,Adobe Creative Cloud,Mobile postpaid,Bills & Utilities
2024-10-06 03:51:49.397696,120.97,Watsons,Health screening,Health
2025-01-18 09:23:53.668910,117.29,GSC Cinemas,Weekend movie,Entertainment
2024-09-24 21:03:34.243827,129.21,Tenaga Nasional,Electricity bill,Bills & Utilities
2025-05-31 13:01:40.894664,25.99,TGV Cinemas,Theme park tickets,Entertainment
2025-07-02 02:04:50.449530,190.39,Fitness First,Over-the-counter meds,Health
2025-03-20 11:00:39.927356,268.14,Zara,Electronics purchase,Shopping
2025-06-30 15:08:29.461898,54.23,KLIA Ekspres,Expressway toll,Transport
2024-10-19 15:10:55.700676,15.02,Easybook,Car rental,Transport
2025-06-01 03:40:00.735988,44.69,GSC Cinemas,Theme park tickets,Entertainment
2025-04-18 20:36:55.059975,189.29,KidZania,Weekend movie,Entertainment
2025-06-25 05:47:44.344810,30.13,SOCAR,Expressway toll,Transport
2025-08-01 15:00:10.478514,565.89,Typo,Birthday gift,Shopping
2025-06-09 20:10:11.831363,311.77,Cold Storage,Buying snacks,Groceries
2025-02-11 18:21:52.155927,201.77,KidZania,Concert tickets,Entertainment
2025-07-22 16:36:54.143001,81.59,Pantai Hospital,Prescription medicine,Health
2025-05-01 09:20:51.219097,177.88,GNC Live Well,Prescription medicine,Health
2025-07-26 12:17:17.534553,13.98,Starbucks,Takeaway sushi,Food & Drink
2025-04-23 18:47:08.746572,240.83,Cotton On,Phone case,Shopping
2024-08-23 02:03:39.929322,159.2,Steam Games,Aquarium visit,Entertainment
2025-03-24 18:05:26.442868,211.84,PlayStation Store,Video game subscription,Entertainment
2025-06-16 16:27:17.855294,47.77,KTM Komuter,Road trip fuel,Transport
2024-10-09 10:47:08.855112,124.27,iCare Dental,Physiotherapy session,Health
2024-12-15 01:32:32.224163,173.26,Loud Speaker Karaoke,Online game purchase,Entertainment
2024-08-16 09:08:12.336800,408.86,Zalora,Furniture purchase,Shopping
2025-08-01 20:39:07.089277,38.01,Firefly Airlines,Fuel top-up,Transport
2024-12-18 11:38:01.399687,179.48,Genting SkyWorlds,Stand-up comedy show,Entertainment
2025-05-03 08:04:12.791314,270.34,Netflix,Internet bill,Bills & Utilities
2025-02-17 06:11:18.337522,192.1,Aquaria KLCC,Video game subscription,Entertainment
2025-01-21 15:47:29.873184,42.42,FamilyMart,Dessert,Food & Drink
2024-12-31 15:34:15.077929,64.18,Steam Games,In-game purchase,Entertainment
2025-05-19 17:01:27.357229,126.42,Disney+ Hotstar,Domain name renewal,Bills & Utilities
2025-03-05 15:40:54.771206,249.54,Redbox Karaoke,Online game purchase,Entertainment
2025-02-20 11:36:19.899044,715.89,Sunway Pyramid,Skincare haul,Shopping
2025-03-14 22:58:33.450430,189.51,Redbox Karaoke,Escape room game,Entertainment
2024-11-16 20:07:52.077631,295.96,Ben's Independent Grocer,Buying fresh milk and bread,Groceries
2025-05-29 00:56:29.880479,59.42,Mamak ABC,Coffee meeting,Food & Drink
2025-05-16 02:32:58.513561,189.5,Shopee,New clothes,Shopping
2025-07-02 23:44:56.922925,7.41,Moovit,Commuter train pass,Transport
2024-09-01 08:55:01.859219,16.92,Haidilao,Morning coffee,Food & Drink
2024-12-08 22:44:52.194453,175.48,Sunway Lagoon,Adventure park tickets,Entertainment
2025-07-25 20:27:21.338379,94.25,Loud Speaker Karaoke,Weekend movie,Entertainment
2024-09-07 04:30:11.274879,73.12,KidZania,Adventure park tickets,Entertainment
2025-07-08 21:48:39.799458,216.64,Columbia Asia Hospital,New glasses,Health
2024-10-10 06:40:53.725148,112.31,Steam Games,Escape room game,Entertainment
2025-05-21 09:24:56.970115,636.44,Zalora,Furniture purchase,Shopping
2025-07-08 12:42:19.533313,253.91,Google Workspace,Cloud storage fee,Bills & Utilities
2024-11-07 00:15:11.399339,507.05,Machines (Apple),Furniture purchase,Shopping
2024-08-09 12:33:43.162988,9.11,Touch 'n Go eWallet,Fuel top-up,Transport
2025-06-17 19:10:13.226200,461.28,Nike Store,Running shoes,Shopping
2025-06-02 04:47:47.545140,185.22,Redbox Karaoke,Movie tickets,Entertainment
2024-09-13 19:26:56.044911,559.66,Typo,Fashion accessories,Shopping
2024-08-20 19:50:19.096480,55.53,Firefly Airlines,Commuter train pass,Transport
2025-04-15 01:51:57.813447,293.83,Astro,Gas bill,Bills & Utilities
2025-05-10 03:47:00.266073,31.51,Caring Pharmacy,Annual health check,Health
2024-09-24 03:35:23.982206,158.66,BIG Pharmacy,Eye check-up,Health
2025-04-10 05:59:58.588213,226.43,Aquaria KLCC,Escape room game,Entertainment
2024-12-24 10:09:40.242648,177.32,Times Bookstore,Handbag purchase,Shopping
2025-05-03 15:26:11.392913,56.44,Checkers Hypermarket,Restocking pantry,Groceries
2025-02-27 03:54:44.324491,30.32,Subway,Weekend brunch,Food & Drink
2024-10-08 16:52:36.976795,706.83,Mr. D.I.Y.,Sporting goods,Shopping
2025-07-19 18:07:39.697147,9.9,Firefly Airlines,Commuter train pass,Transport
2024-09-28 22:56:10.449889,15.06,KLIA Ekspres,Toll payment,Transport
2025-03-29 02:54:22.975845,246.1,Optical 88,First aid supplies,Health
2024-10-09 02:35:02.463236,41.15,GNC Live Well,Eye check-up,Health
2025-04-14 13:23:06.916746,228.39,Klinik Kesihatan,Health screening,Health
2025-07-30 19:53:40.112859,573.13,Apple Store,New clothes,Shopping
2025-06-10 02:16:53.202725,35.79,Netflix,Electricity bill,Bills & Utilities
2025-03-21 07:25:54.832306,776.29,Nike Store,Office attire,Shopping
2024-12-08 11:34:21.319701,653.18,Harvey Norman,Birthday gift,Shopping
2024-10-02 07:25:02.756961,326.35,Indah Water Konsortium,Sewerage bill,Bills & Utilities
2025-03-10 16:18:24.773453,404.25,Zalora,Office attire,Shopping
2025-02-18 10:04:52.493302,36.97,H&M,New clothes,Shopping
2025-02-04 13:46:49.077620,647.0,Adidas,Appliance upgrade,Shopping
2024-10-25 19:12:30.601725,215.13,Astro,Gas bill,Bills & Utilities
2025-06-25 18:18:09.796408,228.76,Columbia Asia Hospital,Vitamins purchase,Health
2025-05-10 19:11:17.317040,11.17,KTM Komuter,Train ticket,Transport
2024-11-22 13:04:38.334551,160.13,BIG Pharmacy,Over-the-counter meds,Health
2025-05-16 21:14:30.200014,47.86,Easybook,Expressway toll,Transport
2025-04-06 09:03:17.665107,15.4,Klinik Kesihatan,Prescription medicine,Health
2024-11-26 04:31:54.703026,128.93,Redbox Karaoke,Family outing,Entertainment
2024-09-13 18:07:55.552273,48.88,Boost Juice,Breakfast set,Food & Drink
2024-09-26 04:13:40.610211,156.97,Tenaga Nasional,Internet bill,Bills & Utilities
2024-09-16 00:35:07.574316,135.27,Jaya Grocer,Weekly grocery run,Groceries
2025-05-07 00:50:29.486954,30.3,Secret Recipe,Takeaway sushi,Food & Drink
2024-08-29 12:50:19.312966,145.95,TGV Cinemas,Magazine subscription,Entertainment
2025-03-06 03:47:07.529435,115.12,Optical 88,Specialist consultation,Health
2025-01-21 21:10:44.037752,5.25,KLIA Ekspres,Car rental,Transport
2025-07-20 15:40:05.851634,93.06,B.I.G.,Canned goods,Groceries
2024-11-02 23:54:01.978703,40.34,The Coffee House,Morning coffee,Food & Drink
2024-11-26 00:02:19.950798,75.64,Alpro Pharmacy,Over-the-counter meds,Health
2025-07-15 14:19:37.107357,286.37,99 Speedmart,Beverages and snacks,Groceries
2025-07-19 01:03:39.004444,327.46,Google Workspace,Mobile postpaid,Bills & Utilities
2025-06-22 12:48:31.331316,667.74,Lazada,Sneakers,Shopping
2024-10-06 22:06:08.297660,65.82,Village Grocer,Organic food purchase,Groceries
2025-03-29 08:23:41.885507,7.13,Caltex,Airport transfer,Transport
2025-07-06 06:13:19.653780,7.28,Tealive,Ice cream treat,Food & Drink
2025-05-03 14:06:42.589864,34.99,Setel,Flight ticket booking,Transport
2024-10-10 05:36:02.330679,223.65,Aquaria KLCC,Weekend movie,Entertainment
2025-02-02 06:15:01.803577,55.84,AirAsia Ride,Commuter train pass,Transport
2025-04-18 16:59:58.178298,27.31,LRT Kelana Jaya,Expressway toll,Transport
2024-10-06 03:58:47.639830,245.82,TIME Internet,Domain name renewal,Bills & Utilities
2024-08-12 19:25:09.407897,268.5,TIME Internet,Streaming service,Bills & Utilities
2025-01-03 04:39:23.831061,163.86,Genting SkyWorlds,Stand-up comedy show,Entertainment
2024-12-14 21:15:08.945227,20.01,Subway,Boba tea,Food & Drink
2025-07-21 20:09:52.291831,238.61,Watsons,New glasses,Health
2024-11-19 16:43:30.740397,30.74,Subway,Dinner takeout,Food & Drink
2025-02-07 12:56:20.872059,89.25,Watsons,Over-the-counter meds,Health
2025-05-02 13:55:23.240309,30.93,Zalora,Skincare haul,Shopping
2024-08-27 05:32:06.977606,142.88,Adobe Creative Cloud,Cable TV subscription,Bills & Utilities
2024-10-03 18:58:21.702493,640.92,Mr. D.I.Y.,Sporting goods,Shopping
2025-01-11 10:26:03.089603,45.81,Secret Recipe,Lunch with colleagues,Food & Drink
2025-05-20 23:45:36.002521,69.38,Sunway Medical Centre,Dental check-up,Health
2025-07-23 01:07:29.105263,137.72,PlayStation Store,Adventure park tickets,Entertainment
2024-10-09 12:46:10.543149,87.51,Klinik Kesihatan,Over-the-counter meds,Health
2025-03-11 18:35:01.292253,179.38,District 21,Movie tickets,Entertainment
2024-12-10 08:30:24.438890,50.0,The Alley,Morning coffee,Food & Drink
2024-10-22 00:14:47.991501,47.22,Shell,Road trip fuel,Transport
2024-12-22 11:11:49.038422,95.29,Maxis,Domain name renewal,Bills & Utilities
2025-07-21 16:28:43.554061,276.43,H&M,New clothes,Shopping
2025-06-08 05:26:03.019118,151.54,myNEWS,Buying fresh milk and bread,Groceries
2024-09-24 05:31:55.130456,19.04,OldTown White Coffee,Weekend brunch,Food & Drink
2024-12-16 18:25:28.198526,45.9,Kyochon,Coffee meeting,Food & Drink
2024-12-04 22:59:13.898504,274.96,SYABAS,Sewerage bill,Bills & Utilities
2025-05-30 19:46:03.244428,24.89,KFC,Supper,Food & Drink
2024-08-31 02:46:39.116635,400.59,IKEA,Gadget purchase,Shopping
2024-12-08 05:43:50.832213,89.68,Tenaga Nasional,Monthly subscription,Bills & Utilities
2025-04-26 15:54:20.079598,157.28,Guardian,Skincare products,Health
2025-04-01 01:34:23.698262,234.93,Spotify,Sewerage bill,Bills & Utilities
2025-01-13 09:12:09.941546,584.52,Lazada,New shoes,Shopping
2025-05-23 00:54:55.816753,56.98,Grab,Expressway toll,Transport
2025-02-02 23:27:50.601657,306.45,B.I.G.,Household items,Groceries
2025-03-14 20:33:30.202893,211.21,Redbox Karaoke,Live event,Entertainment
2025-02-21 22:36:09.363784,326.51,AEON,Weekly grocery run,Groceries
2025-03-19 11:26:54.043649,707.43,Shopee,Appliance upgrade,Shopping
2025-03-02 05:22:54.398151,317.08,KK Super Mart,Organic food purchase,Groceries
2025-07-01 05:05:35.063901,110.98,Adidas,Fashion accessories,Shopping
2025-02-06 06:14:11.607796,305.93,Adidas,Online order,Shopping
2024-08-18 04:14:25.924798,572.3,Amazon,Handbag purchase,Shopping
2025-04-13 23:44:30.934889,51.74,Grab,Parking fee,Transport
2025-01-08 18:38:03.158132,45.51,Kyochon,Business dinner,Food & Drink
2025-03-07 19:52:07.195678,121.47,Cotton On,Gift for friend,Shopping
2025-01-02 18:30:34.078869,59.25,MRT,Toll payment,Transport
2025-04-02 12:40:38.066663,162.85,Netflix,Music streaming,Bills & Utilities
2024-12-30 08:58:43.215606,40.07,Firefly Airlines,Ride to work,Transport
2024-11-12 16:32:11.508472,241.24,AEON,Beverages and snacks,Groceries
2025-04-18 19:05:50.149221,175.08,GSC Cinemas,Live event,Entertainment
2025-06-22 14:05:32.903751,13.21,Haidilao,Lunch with colleagues,Food & Drink
2025-06-07 19:26:44.905323,362.01,Uniqlo,Gadget purchase,Shopping
2024-11-17 05:03:38.638576,43.73,Marrybrown,Healthy smoothie,Food & Drink
2025-03-21 12:33:51.436519,198.86,Genting SkyWorlds,Video game subscription,Entertainment
2025-02-22 20:19:35.910172,52.31,BMS Organics,Baking supplies,Groceries
2025-05-09 08:21:26.358018,244.07,Econsave,Bulk buying,Groceries
2024-08-23 15:30:14.164522,8.97,Easybook,Bus fare,Transport
2025-01-18 00:35:22.250725,123.09,TGV Cinemas,Magazine subscription,Entertainment
2024-12-29 15:57:14.579489,16.28,Ticketmaster,Escape room game,Entertainment
2024-12-05 23:42:23.877476,12.17,McDonald's,Birthday celebration dinner,Food & Drink
2025-05-12 23:47:43.010509,182.08,BIG Pharmacy,Physiotherapy session,Health
2025-02-12 07:48:14.350983,39.51,OldTown White Coffee,Takeaway sushi,Food & Drink
2024-10-23 11:35:39.802586,102.36,Typo,Gadget purchase,Shopping
2025-01-11 19:09:57.898726,82.08,Netflix,Cloud storage fee,Bills & Utilities
2024-09-13 06:56:44.905796,83.8,Giant,Household items,Groceries
2025-03-14 22:35:58.433330,147.02,PlayStation Store,Live event,Entertainment
2025-05-05 09:51:56.939089,141.1,Village Grocer,Beverages and snacks,Groceries
2025-08-01 01:37:00.464843,21.69,Setel,Road trip fuel,Transport
2025-01-17 12:33:58.785086,124.0,KidZania,Concert tickets,Entertainment
2025-01-26 01:32:06.994770,243.25,PlayStation Store,Adventure park tickets,Entertainment
2025-03-12 22:44:00.302095,506.25,Nike Store,Sporting goods,Shopping
2025-05-19 15:36:11.448938,340.88,Netflix,Cable TV subscription,Bills & Utilities
2025-07-30 01:20:53.604832,75.42,Spotify,Monthly subscription,Bills & Utilities
2025-03-03 04:41:27.734313,33.84,SOCAR,Car rental,Transport
2024-11-23 22:28:05.226089,54.85,GSC Cinemas,Escape room game,Entertainment
2025-02-04 00:14:50.605417,7.19,Marrybrown,Lunch with colleagues,Food & Drink
2025-03-25 05:21:40.787590,264.08,Village Grocer,Buying fresh milk and bread,Groceries
2024-12-10 06:57:53.482733,48.46,TIME Internet,Mobile postpaid,Bills & Utilities
2025-04-18 12:00:42.957018,109.12,Breakout Escape Room,Movie tickets,Entertainment
2025-03-30 17:58:35.463966,176.38,Giant,Buying snacks,Groceries
2025-02-11 23:00:32.767840,351.47,Courts Mammoth,Appliance upgrade,Shopping
2025-01-31 14:25:42.618986,383.11,Courts Mammoth,Electronics purchase,Shopping
2025-05-21 10:12:44.519370,36.05,Haidilao,Supper,Food & Drink
2024-10-17 11:35:27.694327,71.08,Cold Storage,Weekly groceries,Groceries
2024-09-25 15:23:41.946378,81.5,Spotify,Monthly subscription,Bills & Utilities
2025-04-05 19:43:39.863111,89.22,99 Speedmart,Baking supplies,Groceries
2025-01-20 22:12:56.931555,66.46,TGV Cinemas,Escape room game,Entertainment
2025-04-03 22:44:57.901397,90.25,Alpro Pharmacy,New glasses,Health
2024-12-30 12:15:01.784505,51.5,TGV Cinemas,Escape room game,Entertainment
2024-12-05 11:05:40.595469,176.38,Mr. D.I.Y.,Sneakers,Shopping
2025-01-20 00:52:04.908502,188.24,KidZania,Aquarium visit,Entertainment
2024-10-22 20:38:40.901127,161.52,Maxis,Phone bill,Bills & Utilities
2024-08-13 17:03:02.672808,104.21,Aquaria KLCC,Family outing,Entertainment
2025-03-13 16:26:26.919570,33.8,Subway,Dessert,Food & Drink
2024-08-30 03:08:02.015344,260.66,Astro,Mobile postpaid,Bills & Utilities
2025-04-08 06:10:28.846881,714.95,Adidas,Furniture purchase,Shopping
2025-05-15 13:59:23.303796,33.59,Shopee,Gift for friend,Shopping
2025-03-18 09:02:32.066705,190.35,KK Super Mart,Dairy and eggs,Groceries
2024-08-28 21:54:02.297965,209.52,Genting SkyWorlds,Theme park tickets,Entertainment
2025-05-04 12:11:28.928864,18.02,Setel,Parking fee,Transport
2025-01-22 02:22:08.032978,270.55,YouTube Premium,Domain name renewal,Bills & Utilities
2025-06-14 09:09:25.448574,159.57,Unifi,Music streaming,Bills & Utilities
2025-03-31 17:13:47.361417,131.61,Celcom,Software subscription,Bills & Utilities
2025-05-11 03:48:14.524493,223.36,SYABAS,Software subscription,Bills & Utilities
2025-03-26 13:38:43.932343,182.85,KK Super Mart,Baking supplies,Groceries
2025-01-24 13:07:42.717391,266.67,Padini,Formal dress,Shopping
2025-02-20 21:36:09.092233,48.82,Gong Cha,Healthy smoothie,Food & Drink
2025-05-03 14:04:33.243018,27.25,Easybook,Flight ticket booking,Transport
2025-07-04 10:53:20.282542,19.1,KTM Komuter,Airport transfer,Transport
2024-11-11 07:56:10.314476,158.72,Netflix,Monthly subscription,Bills & Utilities
2025-04-05 06:34:35.453910,16.59,KLIA Transit,Expressway toll,Transport
2024-08-30 21:16:14.726736,32.89,BMS Organics,Buying snacks,Groceries
2025-07-15 02:09:43.823135,8.66,FamilyMart,Team lunch,Food & Drink
2025-06-15 22:17:05.233924,6.34,The Alley,Coffee meeting,Food & Drink
2025-01-18 21:51:14.009369,17.93,Kyochon,Quick bite,Food & Drink
2025-08-03 01:55:10.721718,16.42,Coffee Bean,Breakfast set,Food & Drink
2025-03-15 19:09:26.970641,54.71,BookXcess,Formal dress,Shopping
2024-12-07 11:18:48.640818,37.35,Gong Cha,Dinner takeout,Food & Drink
2025-06-15 20:27:33.711844,178.06,myNEWS,Buying snacks,Groceries
2025-05-31 12:10:25.854055,177.58,Indah Water Konsortium,Gas bill,Bills & Utilities
2024-12-17 16:42:19.200694,127.02,Caring Pharmacy,Dental check-up,Health
2025-07-01 12:06:19.829268,38.62,Domino's Pizza,Birthday celebration dinner,Food & Drink
2025-01-19 22:22:09.873290,311.98,Econsave,Buying fresh milk and bread,Groceries
2025-07-12 21:08:49.591406,85.04,Kinokuniya,Office attire,Shopping
2025-03-16 07:31:20.722916,325.87,Village Grocer,Restocking pantry,Groceries
2025-06-02 03:30:41.766544,122.06,Columbia Asia Hospital,Over-the-counter meds,Health
2025-04-15 12:09:44.663448,92.59,NSK Trade City,Baking supplies,Groceries
2025-02-12 11:33:00.519466,241.22,Digi,Streaming service,Bills & Utilities
2024-09-02 09:40:36.106635,230.54,Sunway Lagoon,Magazine subscription,Entertainment
2025-04-20 10:01:11.354869,233.65,GNC Live Well,Physiotherapy session,Health
2025-05-09 10:23:29.028224,127.87,Columbia Asia Hospital,Prescription medicine,Health
2025-04-24 07:24:48.480247,229.05,Klinik Mediviron,Vitamins purchase,Health
2024-11-02 12:30:21.654648,46.27,Burger King,Dessert,Food & Drink
2025-05-08 02:38:30.262615,79.04,PlayStation Store,Concert tickets,Entertainment
2025-05-14 02:57:58.350932,118.31,Adobe Creative Cloud,Mobile postpaid,Bills & Utilities
2025-02-15 05:55:20.339826,171.87,Netflix,Software subscription,Bills & Utilities
2025-06-03 19:02:47.166786,34.31,KLIA Ekspres,Car rental,Transport
2025-02-17 08:09:01.579726,109.49,AEON,Household items,Groceries
2025-06-05 00:25:15.936441,68.18,Aquaria KLCC,Stand-up comedy show,Entertainment
2024-08-23 02:36:05.101235,37.78,Adobe Creative Cloud,Phone bill,Bills & Utilities
2025-07-25 03:36:20.297852,207.56,Village Grocer,Dairy and eggs,Groceries
2025-01-27 09:45:37.691475,35.79,Subway,Quick bite,Food & Drink
2025-04-29 02:45:41.584298,52.08,SYABAS,Gas bill,Bills & Utilities
2025-07-23 01:31:49.401017,153.06,Columbia Asia Hospital,Fitness supplements,Health
2024-09-09 20:22:03.894393,7.62,Zus Coffee,Weekend brunch,Food & Drink
2025-03-17 15:34:26.898764,19.6,Starbucks,Team lunch,Food & Drink
2025-07-24 01:29:00.246866,467.39,Adidas,Book purchase,Shopping
2024-09-16 14:54:51.343912,220.29,Mr. D.I.Y.,New shoes,Shopping
2025-07-31 18:59:19.857643,17.59,KFC,Team lunch,Food & Drink
2024-08-07 10:03:03.630508,183.53,Pantai Hospital,Eye check-up,Health
2025-01-18 22:45:01.058887,153.2,Steam Games,In-game purchase,Entertainment
2025-03-01 22:53:53.753911,49.7,Firefly Airlines,Bus fare,Transport
2025-05-23 18:00:28.292374,176.2,Anytime Fitness,Specialist consultation,Health
2025-07-03 16:45:14.465063,99.33,Disney+ Hotstar,Sewerage bill,Bills & Utilities
2025-02-18 10:35:03.665476,107.9,Anytime Fitness,Doctor's visit,Health
2025-02-13 12:21:55.435249,495.72,IKEA,Phone case,Shopping
2025-01-02 10:00:29.849102,78.24,myNEWS,Bulk buying,Groceries
2025-04-16 07:14:48.405260,165.75,myNEWS,Buying fresh milk and bread,Groceries
2025-02-10 23:27:37.900131,343.78,Disney+ Hotstar,Streaming service,Bills & Utilities
2024-09-10 11:36:26.108418,180.01,Columbia Asia Hospital,Skincare products,Health
2025-02-01 20:24:14.661330,286.97,Maxis,Monthly subscription,Bills & Utilities
2024-11-24 11:16:18.545427,126.87,Genting SkyWorlds,Karaoke session,Entertainment
2025-05-16 07:24:15.087252,45.41,Easybook,Ride to work,Transport
2024-10-17 20:03:51.952695,348.36,KK Super Mart,Fresh produce,Groceries
2025-07-28 04:00:01.837012,68.28,Spotify,Internet bill,Bills & Utilities
2025-05-19 19:57:15.684604,535.22,Machines (Apple),Appliance upgrade,Shopping
2025-03-14 17:11:14.025474,191.85,Pantai Hospital,Specialist consultation,Health
2025-05-04 23:18:50.164693,41.0,AEON,Buying snacks,Groceries
2025-07-18 17:27:43.393377,147.95,Ticketmaster,Aquarium visit,Entertainment
2024-12-08 03:40:30.302314,44.75,Starbucks,Dinner takeout,Food & Drink
2024-09-23 13:10:47.058383,322.13,Lazada,Gadget purchase,Shopping
2025-01-11 04:10:00.439584,27.43,KLIA Ekspres,Train ticket,Transport
2025-06-18 01:54:09.029500,41.12,Celcom,Internet bill,Bills & Utilities
2024-12-01 02:43:59.015011,216.39,Checkers Hypermarket,Weekly groceries,Groceries
2024-11-26 12:45:04.690048,135.74,Redbox Karaoke,Karaoke session,Entertainment
2025-03-17 06:29:20.682038,174.47,Indah Water Konsortium,Electricity bill,Bills & Utilities
2024-10-16 05:27:11.042843,94.51,GNC Live Well,Annual health check,Health
2025-05-12 05:35:59.419002,734.34,Machines (Apple),Handbag purchase,Shopping
2025-07-15 21:09:32.686913,22.89,Klinik Kesihatan,Vitamins purchase,Health
2025-01-21 06:19:56.390565,72.96,Econsave,Dairy and eggs,Groceries
2024-11-22 07:38:24.732668,383.72,Sunway Pyramid,Skincare haul,Shopping
2025-01-05 14:53:06.410921,29.02,TIME Internet,Mobile postpaid,Bills & Utilities
2025-03-30 07:32:23.275113,63.13,Guardian,Over-the-counter meds,Health
2024-09-13 20:23:46.731117,22.71,The Coffee House,Dinner takeout,Food & Drink
2024-11-10 17:49:07.388249,132.35,SYABAS,Internet bill,Bills & Utilities
2024-10-27 16:31:28.535535,48.87,Sunway Lagoon,Video game subscription,Entertainment
2025-02-05 11:39:41.632409,57.83,Maxis,Cloud storage fee,Bills & Utilities
2025-05-05 14:25:39.030885,105.37,Redbox Karaoke,Escape room game,Entertainment
2024-09-16 16:18:36.895804,86.13,Kinokuniya,Home decor,Shopping
2025-01-07 22:40:09.159853,8.0,Gong Cha,Supper,Food & Drink
2024-08-09 16:23:05.647084,180.95,Celcom,Domain name renewal,Bills & Utilities
